1;0;-42.62115;-3.9110951;false;269;269;0;67;7423.0;-3.291379472271E12
2;0;-37.766846;26.348259;false;269;269;0;2;5395.0;-3.291379458747E12
3;0;-13.122686;33.15806;false;267;267;0;3;5785.0;-3.291379455444E12
4;0;-13.580602;-50.844433;false;266;266;0;8;5999.0;-3.291379537881E12
5;0;-8.907609;-25.461008;false;266;266;0;164;6695.0;-3.291379512543E12
6;0;8.449986;28.405317;true;265;265;0;175;6851.0;-3.291379507717E12
7;0;-130.22179;-17.150808;false;264;264;0;14;7590.0;-3.291379506967E12
8;0;-71.54281;-36.916824;true;197;196;0;53;7383.0;-3.29137949871E12
9;0;-16.323103;-35.988716;false;262;262;0;96;6771.0;-3.291379511349E12
10;0;-2.6863794;-36.214146;true;109;108;0;6;6017.0;-3.291379455257E12
11;0;-21.61248;17.419554;false;260;260;0;18;6401.0;-3.291379491115E12
12;0;-43.503227;9.165331;false;259;259;0;3;6449.0;-3.291379459037E12
13;0;69.77127;21.810764;false;258;258;0;205;6698.0;-3.291379507359E12
